,Song,Artist,Year,SongID,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,artist_popularity,artist_genres,top_genre,genre_code,top10,top5
386,Next To Me,Emeli Sande,2013,1Xsxp1SEOxuMzjrFZhtw8u,0.0923,0.674,196867,0.81,4.74e-05,7,0.11,-5.117,0.0378,94.995,4,0.391,70,"dance pop,neo soul,pop,r&b,uk pop",pop,36,0,0
387,Mama's Broken Heart,Miranda Lambert,2013,2mXsZsJBThTaJXbNcg5QD4,0.278,0.768,177773,0.809,0.0,4,0.139,-4.204,0.0616,111.989,4,0.748,76,"contemporary country,country,country dawn,country road",contemporary country,12,0,0
388,It Goes Like This,Thomas Rhett,2013,6GsAD8PgHxmEuIPTG8GP3M,0.117,0.543,186080,0.837,0.0,11,0.0872,-6.448,0.0608,168.056,4,0.506,81,"contemporary country,country,country road,modern country rock",contemporary country,12,0,0
389,Bugatti,Ace Hood Featuring Future & Rick Ross,2013,0uFvvXbmGIXlf5ZgtHyYpf,0.0191,0.6,269267,0.592,0.0,1,0.0955,-4.947,0.0545,130.205,4,0.0663,67,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
390,Wanted,Hunter Hayes,2013,0p1BcEcYVO3uk4KDf3gzkY,0.268,0.421,228840,0.476,0.0,0,0.0816,-7.692,0.0298,169.784,4,0.3,66,"contemporary country,country,country road,modern country rock,neo mellow,pop,pop rock,post-teen pop",pop,36,0,0
391,Downtown,Lady Antebellum,2013,4kY7rYtE4OQkJNq22OIYRI,0.18,0.532,195867,0.825,0.0,9,0.296,-5.287,0.0468,169.961,4,0.96,74,"contemporary country,country,country dawn,country pop,country road",contemporary country,12,0,0
392,Get Your Shine On,Florida Georgia Line,2013,6s9ICeczYOfbHHIaSMq9jd,0.00286,0.497,222013,0.927,1.26e-06,0,0.413,-4.52,0.0371,96.991,4,0.607,83,"contemporary country,country,country pop,country road,modern country rock",contemporary country,12,0,0
393,#thatPOWER,will.i.am Featuring Justin Bieber,2013,01TuObJVd7owWchVRuQbQw,0.00112,0.797,279507,0.608,7.66e-05,6,0.0748,-6.096,0.0584,127.999,4,0.402,78,"dance pop,pop,pop rap,post-teen pop",pop,36,0,0
394,Brave,Sara Bareilles,2013,6Uy6K3KdmUdAfelUp0SeXn,0.00502,0.551,220573,0.836,2.1e-05,10,0.0425,-3.838,0.0524,185.063,4,0.758,73,"acoustic pop,lilith,neo mellow,pop,pop rock,post-teen pop",pop,36,0,0
395,Let Her Go,Passenger,2013,6GmUVqe73u5YRfUUynZK6I,0.365,0.479,252733,0.545,0.0,7,0.0963,-7.346,0.0688,74.897,4,0.244,77,"folk-pop,neo mellow,pop",pop,36,0,0
396,Runnin' Outta Moonlight,Randy Houser,2013,6enPOmd3vSFpI4jjms8kXN,0.0354,0.526,193773,0.801,3.17e-06,2,0.0637,-3.717,0.0393,172.024,4,0.769,65,"contemporary country,country,country road,modern country rock,redneck",contemporary country,12,0,0
397,I'm Different,2 Chainz,2013,6J5sxraPPZ4b0CVOGAgpXj,0.0473,0.936,207040,0.702,0.0,10,0.0838,-5.305,0.0615,97.524,4,0.704,83,"atl hip hop,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
398,Still Into You,Paramore,2013,1yjY7rpaAQvKwpdUliHx0d,0.0098,0.602,216013,0.923,0.0,5,0.0561,-3.763,0.044,136.01,4,0.765,81,"candy pop,emo,pixie,pop emo,pop punk",pop punk,37,0,0
399,Happy,Pharrell Williams,2014,5b88tNINg4Q4nrRbrCXUmg,0.219,0.647,232720,0.822,0.0,5,0.0908,-4.662,0.183,160.019,4,0.962,83,pop rap,pop rap,38,0,0
400,Dark Horse,Katy Perry Featuring Juicy J,2014,4kgsK0fftHtg9gZOzkU5T2,0.00396,0.645,215672,0.589,0.0,6,0.145,-6.131,0.0523,131.899,4,0.35,88,"dance pop,pop,post-teen pop",pop,36,1,1
401,All Of Me,John Legend,2014,3U4isOIWM3VvDubwSI3y7a,0.922,0.422,269560,0.264,0.0,8,0.132,-7.064,0.0322,119.93,4,0.331,83,"neo soul,pop,pop soul,r&b,urban contemporary",pop,36,1,1
402,Fancy,Iggy Azalea Featuring Charli XCX,2014,3W3KtDwAIg3mAruSpnfG3Q,0.0904,0.912,199938,0.716,0.0,10,0.0491,-4.141,0.0697,94.981,4,0.377,77,"australian hip hop,dance pop,hip pop,pop,pop rap,post-teen pop",pop,36,1,1
403,Counting Stars,OneRepublic,2014,1QzFhzIOW7CyRJLpmq5CM0,0.0654,0.663,257387,0.705,0.0,1,0.117,-4.972,0.0385,122.014,4,0.477,84,"dance pop,neo mellow,piano rock,pop,pop rock,post-teen pop",pop,36,1,1
404,Talk Dirty,Jason Derulo Featuring 2 Chainz,2014,5l3CML2OnzfNs5RfVgbcLt,0.0348,0.76,177685,0.652,0.0,6,0.307,-7.321,0.232,100.315,4,0.759,88,"dance pop,pop,pop rap,post-teen pop",pop,36,1,1
405,Rude,MAGIC!,2014,6RtPijgfPKROxEzTHNRiDp,0.0422,0.773,224840,0.758,0.0,1,0.305,-4.993,0.0381,144.033,4,0.925,72,reggae fusion,reggae fusion,43,1,0
406,All About That Bass,Meghan Trainor,2014,0ifSeVGUr7py5GggttDhXw,0.0476,0.811,188754,0.879,1.91e-06,9,0.109,-3.724,0.0514,134.064,4,0.962,80,"dance pop,hip pop,pop,post-teen pop",pop,36,1,0
407,Problem,Ariana Grande Featuring Iggy Azalea,2014,6xCNYRfzZtoQRo1xruPmNq,0.0192,0.66,193920,0.805,8.83e-06,1,0.159,-5.352,0.153,103.009,4,0.625,96,"pop,post-teen pop",pop,36,1,0
408,Stay With Me,Sam Smith,2014,7IHOIqZUUInxjVkko181PB,0.566,0.5,172724,0.418,0.000193,0,0.11,-6.535,0.0377,84.899,4,0.176,88,"dance pop,pop,post-teen pop,uk pop",pop,36,1,0
409,Timber,Pitbull Featuring Ke$ha,2014,1zHlj4dQ8ZAtrayhuDDmkY,0.0362,0.587,204053,0.965,0.0,11,0.138,-4.106,0.101,129.972,4,0.825,87,"dance pop,latin,miami hip hop,pop,pop rap",pop,36,1,0
410,Pompeii,Bastille,2014,0sooJd5WbNnnz5k6yO7FIQ,0.074,0.682,214148,0.714,0.0,9,0.278,-6.306,0.0399,127.443,4,0.581,80,"metropopolis,modern rock,pop,pop rock,tropical house",pop,36,1,0
411,Shake It Off,Taylor Swift,2014,5xTtaWoae3wi06K5WfVUUH,0.0561,0.648,219200,0.785,0.0,7,0.148,-5.414,0.165,160.02,4,0.943,98,"pop,post-teen pop",pop,36,0,0
412,Am I Wrong,Nico & Vinz,2014,1fidCEsYlaVE3pHwKCvpFZ,0.175,0.729,245867,0.675,1.58e-06,8,0.55,-6.003,0.0312,119.968,4,0.779,66,"dance pop,pop rap",dance pop,15,0,0
413,Turn Down For What,DJ Snake & Lil Jon,2014,67awxiNHNyjMXhVgsHuIrs,0.00107,0.818,213733,0.799,0.128,1,0.057,-4.1,0.156,100.014,4,0.0815,83,"dance pop,edm,electronic trap,pop,pop dance",pop,36,0,0
414,The Monster,Eminem Featuring Rihanna,2014,5U8hKxSaDXB8cVeLFQjvwx,0.0492,0.784,250189,0.85,0.0,9,0.112,-3.679,0.0691,110.004,4,0.567,94,"detroit hip hop,hip hop,rap",rap,42,0,0
415,Say Something,A Great Big World & Christina Aguilera,2014,5TvE3pk05pyFIGdSY9j4DJ,0.857,0.407,229400,0.147,2.89e-06,2,0.0913,-8.822,0.0355,141.284,3,0.0765,69,"indiecoustica,modern rock,neo mellow,piano rock,pop rock",pop rock,39,0,0
416,Team,Lorde,2014,1RjUaJM9aKGixVZlbcFUZv,0.162,0.691,193059,0.582,0.0,6,0.247,-7.444,0.0939,100.05,4,0.427,81,"art pop,dance pop,electropop,metropopolis,nz pop,pop,post-teen pop",pop,36,0,0
417,Let Her Go,Passenger,2014,7DFNE7NO0raLIUbgzY2rzm,0.385,0.509,252867,0.538,0.0,7,0.104,-7.335,0.0572,75.089,4,0.244,77,"folk-pop,neo mellow,pop",pop,36,0,0
418,Royals,Lorde,2014,3yvZ1VUso9Xi7EvIyLaj4o,0.112,0.636,190185,0.436,0.0,7,0.135,-9.524,0.139,84.804,4,0.331,81,"art pop,dance pop,electropop,metropopolis,nz pop,pop,post-teen pop",pop,36,0,0
419,Let It Go,Idina Menzel,2014,600HVBpzF1WfBdaRwbEvLz,0.558,0.543,223840,0.485,0.0,8,0.12,-6.85,0.0305,136.961,4,0.371,75,"hollywood,show tunes",hollywood,24,0,0
420,Wake Me Up!,Avicii,2014,6g1NlCpW7fgqDnWbCCDrHl,0.0038,0.532,247427,0.783,0.0012,2,0.161,-5.697,0.0523,124.08,4,0.643,86,"dance pop,edm,pop,pop dance",pop,36,0,0
421,Demons,Imagine Dragons,2014,2Oehrcv4Kov0SuIgWyQY9e,0.202,0.327,175200,0.71,9e-05,3,0.28,-2.928,0.0547,179.561,4,0.416,90,"modern rock,rock",modern rock,34,0,0
422,Story Of My Life,One Direction,2014,4nVBt6MZDDP6tRVdQTgxJg,0.225,0.6,245493,0.663,0.0,3,0.119,-5.802,0.0477,121.07,4,0.286,91,"boy band,pop,post-teen pop,talent show",pop,36,0,0
423,Chandelier,Sia,2014,4VrWlk8IQxevMvERoX08iC,0.0197,0.399,216120,0.787,6.07e-05,1,0.0685,-2.88,0.0499,117.089,5,0.572,90,"australian dance,australian pop,pop",pop,36,0,0
424,Black Widow,Iggy Azalea Featuring Rita Ora,2014,71vsEyBd4X1D5BUmLdFSVH,0.192,0.743,209423,0.72,0.000386,11,0.109,-3.753,0.124,163.99,4,0.519,77,"australian hip hop,dance pop,hip pop,pop,pop rap,post-teen pop",pop,36,0,0
425,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",2014,3SaIsrEzrQGDcG1jCeaK8q,0.259,0.711,199387,0.774,0.0,0,0.371,-3.391,0.0922,150.032,4,0.715,77,"dance pop,pop,pop rap,post-teen pop",pop,36,0,0
426,Latch,Disclosure Featuring Sam Smith,2014,51ODNNDZm21HU7wI7cccRr,0.0159,0.503,255632,0.727,9.45e-05,1,0.0895,-5.456,0.167,121.985,4,0.521,80,"house,pop,uk dance",pop,36,0,0
427,Maps,Maroon 5,2014,71ywEs45ClmTNRiaJ7YEsr,0.0205,0.742,189973,0.713,0.0,1,0.059,-5.522,0.0303,120.032,4,0.879,91,"pop,pop rock",pop,36,0,0
428,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,2014,7kqcudBGM74MXVoYMaoWkC,0.0228,0.845,264947,0.506,1.03e-06,1,0.0879,-5.971,0.0409,99.051,4,0.647,91,"dance pop,pop,pop rap,r&b,rap",pop,36,0,0
429,Best Day Of My Life,American Authors,2014,5j9iuo3tMmQIfnEEQOOjxh,0.0625,0.67,194240,0.905,0.000151,2,0.0577,-2.385,0.0339,100.021,4,0.516,72,"modern alternative rock,modern rock,pop,pop rock",pop,36,0,0
430,Habits (Stay High),Tove Lo,2014,18AJRdgUoO9EYn11N7xzaT,0.0703,0.733,209160,0.65,6.59e-05,5,0.0829,-3.539,0.0315,110.003,4,0.348,81,"dance pop,electropop,metropopolis,pop,pop rap,post-teen pop,swedish electropop,swedish pop,swedish synthpop",pop,36,0,0
431,Summer,Calvin Harris,2014,6YUTL4dYpB9xZO5qExPf05,0.0211,0.596,222533,0.856,0.0178,4,0.141,-3.556,0.0346,127.949,4,0.743,88,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance",pop,36,0,0
432,Boom Clap,Charli XCX,2014,0PjkFSNBbpfYRYpAG4uuGb,0.154,0.659,169866,0.911,0.000304,4,0.191,-2.28,0.0786,91.999,4,0.576,79,"art pop,candy pop,dance pop,electropop,escape room,hyperpop,metropopolis,pop,post-teen pop,uk pop",pop,36,0,0
433,Drunk In Love,Beyonce Featuring Jay Z,2014,6jG2YzhxptolDzLHTGLt7S,0.00969,0.589,323480,0.621,0.00104,5,0.181,-6.902,0.0468,140.03,4,0.401,88,"dance pop,pop,post-teen pop,r&b",pop,36,0,0
434,Anaconda,Nicki Minaj,2014,5eqiMMbaeUZ32Q7sS00H35,0.0668,0.964,260240,0.605,7.78e-06,9,0.214,-6.223,0.179,129.994,4,0.646,91,"dance pop,hip pop,pop,pop rap,post-teen pop,queens hip hop",pop,36,0,0
435,Break Free,Ariana Grande Featuring Zedd,2014,1T7Htpf1kEvU9Adf8J0ekk,0.0064,0.687,214840,0.702,4.35e-05,7,0.204,-5.324,0.0455,129.956,4,0.284,96,"pop,post-teen pop",pop,36,0,0
436,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,2014,6NGet2NFndj4XvpjH9iMvb,0.0457,0.725,243413,0.779,2.76e-06,7,0.0446,-3.501,0.119,91.018,4,0.948,80,"dance pop,latin,latin pop,mexican pop,pop",pop,36,0,0
437,Burn,Ellie Goulding,2014,2GgxS8bUT5G25QJTsfSv0R,0.31,0.559,231212,0.777,0.0,1,0.105,-5.031,0.0432,87.016,4,0.329,83,"dance pop,edm,electropop,indietronica,metropopolis,pop,post-teen pop,uk pop",pop,36,0,0
438,Wiggle,Jason Derulo Featuring Snoop Dogg,2014,4B4zDmbHdkXZ1wUJv1yKFy,0.0802,0.697,193296,0.621,0.0,9,0.162,-6.886,0.25,81.946,4,0.721,88,"dance pop,pop,pop rap,post-teen pop",pop,36,0,0
439,Rather Be,Clean Bandit Featuring Jess Glynne,2014,0TVV2gFROJaB3kIZyCUvIY,0.162,0.799,227833,0.586,2.03e-06,11,0.193,-6.735,0.0377,120.97,4,0.549,82,"dance pop,edm,pop,pop dance,post-teen pop,tropical house,uk dance,uk funky",pop,36,0,0
440,Don't Tell 'Em,Jeremih Featuring YG,2014,5rph5sObvxskRcb1JLV70r,0.547,0.854,268453,0.537,1.19e-06,2,0.133,-5.223,0.0761,98.037,4,0.341,81,"chicago rap,dance pop,hip hop,pop,pop rap,post-teen pop,r&b,southern hip hop,trap,urban contemporary",pop,36,0,0
441,Show Me,Kid Ink Featuring Chris Brown,2014,2q6j0nlwgKlYy7xgrria4S,0.0354,0.711,217800,0.508,0.0,7,0.141,-7.299,0.0494,98.098,4,0.665,75,"dance pop,hip hop,pop rap,rap,southern hip hop,trap",dance pop,15,0,0
442,Wrecking Ball,Miley Cyrus,2014,2vwlzO0Qp8kfEtzTsCXfyE,0.407,0.53,221360,0.422,0.0,5,0.107,-6.262,0.0342,119.964,4,0.349,89,"dance pop,pop,post-teen pop",pop,36,0,0
443,Not A Bad Thing,Justin Timberlake,2014,3nB82yGjtbQFSU0JLAwLRH,0.527,0.308,688453,0.563,4.58e-06,0,0.134,-9.169,0.0719,85.901,4,0.109,84,"dance pop,pop",pop,36,0,0
444,Roar,Katy Perry,2014,3bDGwl0X3EjQmIyFD1uif5,0.00635,0.56,223546,0.756,1.29e-05,7,0.55,-4.817,0.0415,179.771,4,0.404,88,"dance pop,pop,post-teen pop",pop,36,0,0
445,Ain't It Fun,Paramore,2014,1j8z4TTjJ1YOdoFEDwJTQa,0.154,0.61,296520,0.893,4.41e-05,9,0.021,-3.681,0.0921,104.031,4,0.673,81,"candy pop,emo,pixie,pop emo,pop punk",pop punk,37,0,0
446,The Man,Aloe Blacc,2014,1FsH6OZCKLWbBgqj8JcCvO,0.0332,0.531,255907,0.77,0.0,11,0.235,-7.205,0.0434,85.996,4,0.504,74,"pop soul,r&b",r&b,41,0,0
447,This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,2014,2iT8p5HHGZoIgFME97V1fd,0.016,0.555,220907,0.931,0.0,8,0.405,-2.969,0.0367,132.085,4,0.723,83,"contemporary country,country,country pop,country road,modern country rock",contemporary country,12,0,0
448,Classic,MKTO,2014,6FE2iI43OZnszFLuLtvvmg,0.0384,0.72,175427,0.791,0.0,1,0.157,-4.689,0.124,102.071,4,0.756,73,"dance pop,pop,pop rap,pop rock,post-teen pop",pop,36,0,0
449,A Sky Full Of Stars,Coldplay,2014,0FDzzruyVECATHXKHFs9eJ,0.00617,0.545,267867,0.675,0.00197,6,0.209,-6.474,0.0279,124.97,4,0.162,89,"permanent wave,pop",pop,36,0,0
450,Don't,Ed Sheeran,2014,1huvTbEYtgltjQRXzrNKGi,0.0113,0.806,219840,0.608,0.0,1,0.635,-7.008,0.0659,95.049,4,0.849,93,"pop,uk pop",pop,36,0,0
451,Na Na,Trey Songz,2014,71oV8ipS54Arnycct6EI7p,0.328,0.67,231907,0.476,0.0,9,0.104,-6.253,0.0406,96.975,4,0.235,77,"dance pop,pop,post-teen pop,r&b,urban contemporary",pop,36,0,0
452,Hot Boy,Bobby Shmurda,2014,0rFke7eNFHbGuGJUdRgjB2,0.042,0.859,194561,0.5,1.6e-05,9,0.0616,-7.628,0.347,83.981,4,0.186,68,"nyc rap,rap,trap",rap,42,0,0
453,"Hold On, We're Going Home",Drake Featuring Majid Jordan,2014,6jdOi5U5LBzQrc4c1VT983,0.00411,0.773,227880,0.414,3.4e-05,6,0.0733,-7.436,0.0961,99.993,4,0.289,99,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap",pop rap,38,0,0
454,Sing,Ed Sheeran,2014,6K8qKeWo5MsFED7wCR6Kop,0.304,0.818,235382,0.67,1.22e-06,8,0.0601,-4.451,0.0472,119.988,4,0.939,93,"pop,uk pop",pop,36,0,0
455,Radioactive,Imagine Dragons,2014,6Ep6BzIOB9tz3P4sWqiiAB,0.119,0.473,186813,0.777,7.87e-05,9,0.671,-3.698,0.059,136.249,4,0.21,90,"modern rock,rock",modern rock,34,0,0
456,My Hitta,YG Featuring Jeezy & Rich Homie Quan,2014,5G47DlluL671zo0k3OhoSm,0.135,0.764,236093,0.504,0.0,10,0.143,-6.781,0.106,85.545,4,0.678,81,"cali rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",pop rap,38,0,0
457,Cool Kids,Echosmith,2014,13P5rwmk2EsoFRIz9UCeh9,0.0372,0.719,237627,0.671,8.21e-06,8,0.12,-6.279,0.0336,130.027,4,0.786,64,"dance pop,electropop,indie poptimism,pop rock",dance pop,15,0,0
458,Hey Brother,Avicii,2014,3zKST4nk4QJE77oLjUZ0Ng,0.0309,0.545,255093,0.78,4.64e-05,7,0.0828,-4.867,0.0436,125.014,4,0.458,86,"dance pop,edm,pop,pop dance",pop,36,0,0
459,Trumpets,Jason Derulo,2014,6jizk5lOUnfpaZXYMdfeC6,0.563,0.627,217307,0.703,0.0,0,0.0962,-4.884,0.236,81.897,4,0.64,88,"dance pop,pop,pop rap,post-teen pop",pop,36,0,0
460,Animals,Maroon 5,2014,7uolkTLavH97itenLjNmx9,0.000189,0.459,231013,0.741,0.0,4,0.481,-6.43,0.0495,189.879,4,0.344,91,"pop,pop rock",pop,36,0,0
461,Burnin' It Down,Jason Aldean,2014,5HJqpDspKDKwQpLjvkcIsD,0.305,0.681,219160,0.795,9.41e-06,6,0.109,-6.652,0.049,135.939,4,0.64,79,"contemporary country,country,country road",contemporary country,12,0,0
462,Play It Again,Luke Bryan,2014,3LFsUowZAj7gtmJKmBYbNE,0.0927,0.515,226829,0.888,0.0,11,0.0657,-3.203,0.066,143.989,4,0.607,80,"contemporary country,country,country road",contemporary country,12,0,0
463,2 On,Tinashe Featuring ScHoolboy Q,2014,3jVtllWS5CFFWLQng8sKsr,0.15,0.742,227000,0.595,0.0,9,0.111,-7.51,0.107,101.013,4,0.431,74,"alternative r&b,dance pop,electropop,escape room,hip pop,metropopolis,pop,pop r&b,pop rap,post-teen pop,r&b,urban contemporary",pop,36,0,0
464,Dirt,Florida Georgia Line,2014,2KklDCzQYLA5YtOL3lbQbH,0.0632,0.545,230587,0.875,1.17e-05,2,0.118,-4.174,0.0464,121.959,4,0.605,83,"contemporary country,country,country pop,country road,modern country rock",contemporary country,12,0,0
465,Love Runs Out,OneRepublic,2014,3cOO5IQtOYs7huq4Z6lYfr,0.171,0.715,224853,0.931,0.0,7,0.0757,-3.793,0.0565,120.025,4,0.742,84,"dance pop,neo mellow,piano rock,pop,pop rock,post-teen pop",pop,36,0,0
466,Bottoms Up,Brantley Gilbert,2014,23xacfLlSfbs5IY6wvPb2m,0.148,0.474,222333,0.895,0.0,7,0.127,-4.457,0.0484,169.929,4,0.449,72,"contemporary country,country,country road,modern country rock,redneck",contemporary country,12,0,0
467,Shower,Becky G,2014,3DmW6y7wTEYHJZlLo1r6XJ,0.0317,0.699,206167,0.529,3.59e-05,2,0.285,-7.548,0.0487,119.987,4,0.121,83,"dance pop,latin,latin pop,latin viral pop,pop,rap latina,reggaeton,trap latino",pop,36,0,0
468,Me And My Broken Heart,Rixton,2014,2rJojRundKuKFgbvmCAYva,0.00636,0.545,193827,0.775,0.0,5,0.192,-4.325,0.0349,174.086,4,0.516,66,"post-teen pop,viral pop",post-teen pop,40,0,0
469,Animals,Martin Garrix,2014,0RBH9NZ7Yyhn2hJDiIi3ci,0.000977,0.675,304227,0.87,0.68,1,0.373,-6.352,0.0394,128.005,4,0.0372,83,"dance pop,dutch edm,edm,pop,pop dance,progressive house,tropical house",pop,36,0,0
470,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,2014,5hmQ76WSXsot6JQV3NdaCV,0.0144,0.564,269693,0.669,0.0,1,0.0853,-5.238,0.277,87.268,4,0.477,57,"rap,southern hip hop,trap",rap,42,0,0
471,American Kids,Kenny Chesney,2014,1dgWTMoHwTUnQhOQ8SR5fV,0.0476,0.782,182960,0.589,5.84e-06,0,0.0366,-7.37,0.0803,85.022,4,0.849,78,"contemporary country,country,country road",contemporary country,12,0,0
472,Brave,Sara Bareilles,2014,6Uy6K3KdmUdAfelUp0SeXn,0.00502,0.551,220573,0.836,2.1e-05,10,0.0425,-3.838,0.0524,185.063,4,0.758,73,"acoustic pop,lilith,neo mellow,pop,pop rock,post-teen pop",pop,36,0,0
473,Sweater Weather,The Neighbourhood,2014,2QjOHCTQ1Jl3zawyYOpxh6,0.0495,0.612,240400,0.807,0.0177,10,0.101,-2.81,0.0336,124.053,4,0.398,86,"modern alternative rock,modern rock,pop",pop,36,0,0
474,Leave The Night On,Sam Hunt,2014,3gcz4hk9eckc0hPbfyuYmL,0.362,0.455,192704,0.819,0.0,9,0.108,-5.024,0.0717,171.707,4,0.719,5,,,0,0,0
475,New Flame,Chris Brown Featuring Usher & Rick Ross,2014,3nw9J97nUugT84SIJdjhAV,0.0649,0.709,244133,0.638,0.0,1,0.0969,-4.3,0.0405,141.994,4,0.468,91,"dance pop,pop,pop rap,r&b,rap",pop,36,0,0
476,Love Never Felt So Good,Michael Jackson & Justin Timberlake,2014,48td6xvpokdYwvbl3JIiXP,0.132,0.775,246027,0.719,1.79e-06,7,0.0662,-6.212,0.0435,117.513,4,0.712,86,"pop,r&b,soul",pop,36,0,0
477,Drunk On A Plane,Dierks Bentley,2014,2a3KlwRjbAFPYMV2sdzsFM,0.0054,0.423,254467,0.742,8.74e-06,9,0.195,-5.557,0.0328,205.932,4,0.658,74,"contemporary country,country,country road",contemporary country,12,0,0
478,Birthday,Katy Perry,2014,0ktV2JoOsoTGURzKaZnjJL,0.0948,0.715,215042,0.67,3.9e-06,11,0.117,-5.123,0.0735,126.069,4,0.867,88,"dance pop,pop,post-teen pop",pop,36,0,0
479,Bartender,Lady Antebellum,2014,6ZHp23LxD1QSApPWJ4Reel,0.0195,0.627,198267,0.936,3.83e-06,11,0.337,-3.841,0.0364,101.009,4,0.695,74,"contemporary country,country,country dawn,country pop,country road",contemporary country,12,0,0
480,La La La,Naughty Boy Featuring Sam Smith,2014,3wPPWcVuinAU7dXcJXtCID,0.107,0.772,222200,0.65,1.13e-06,6,0.0905,-5.202,0.0306,125.083,4,0.262,67,"tropical house,uk contemporary r&b",tropical house,47,0,0
481,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2014,0Rz1KXsP4bhGxs0ffySSSn,0.00381,0.866,263827,0.606,6.5e-06,7,0.0861,-4.762,0.04,119.991,4,0.838,70,"dance pop,hip pop,neo soul,r&b,urban contemporary",dance pop,15,0,0
482,Do What U Want,Lady Gaga Featuring R. Kelly,2014,5XKXMWPACPq51OiqzxenZo,0.345,0.778,216573,0.801,1.18e-06,9,0.0881,-4.65,0.086,97.47,4,0.534,90,"dance pop,pop,post-teen pop",pop,36,0,0
483,Can't Remember To Forget You,Shakira Featuring Rihanna,2014,7o1Pm9jpH0wFpN5g793Lnq,0.122,0.694,206867,0.81,0.0,11,0.141,-3.556,0.0661,137.968,4,0.824,88,"colombian pop,dance pop,latin,latin pop,pop",pop,36,0,0
484,Amnesia,5 Seconds Of Summer,2014,0dIOvducp7ujHTqj66cQ3X,0.0343,0.594,237248,0.497,0.0,2,0.162,-5.26,0.0303,101.668,4,0.101,84,"boy band,dance pop,electropop,pop,post-teen pop",pop,36,0,0
485,No Mediocre,T.I. Featuring Iggy Azalea,2014,0SqUFLaRXwufRUsJ0t4dXB,0.0957,0.781,202213,0.495,0.0,1,0.0778,-7.449,0.0432,95.466,4,0.195,80,"atl hip hop,dance pop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",dance pop,15,0,0
486,Come With Me Now,KONGOS,2014,2kWowW0k4oFymhkr7LmvzO,0.0311,0.654,211960,0.726,6.35e-05,10,0.0618,-3.803,0.0401,103.987,4,0.728,59,"modern alternative rock,modern blues rock,modern rock,south african rock",modern rock,34,0,0
487,Believe Me,Lil Wayne Featuring Drake,2014,0MirjRAnvfJr3pumGsTwMi,0.281,0.842,337640,0.482,0.0,10,0.111,-8.846,0.181,92.023,4,0.205,90,"hip hop,new orleans rap,pop rap,rap,trap",pop rap,38,0,0
488,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",2014,1XHjU0TGIgl5lMFKAF25Y3,0.000349,0.863,252520,0.609,3.97e-06,9,0.129,-5.231,0.0564,140.02,4,0.326,73,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop",pop rap,38,0,0
489,Beachin',Jake Owen,2014,5dNGORzxFb5z3v7vSAFkTU,0.344,0.527,191040,0.902,4.63e-05,6,0.0669,-5.352,0.0601,181.964,4,0.709,72,"contemporary country,country,country road,modern country rock",contemporary country,12,0,0
490,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,2014,6I3KeXBT0E9MoMqYz8srVq,0.0541,0.767,220319,0.782,0.0,7,0.338,-5.545,0.14,116.491,4,0.827,78,"dance pop,pop,pop rap,seattle hip hop",pop,36,0,0
491,She Looks So Perfect,5 Seconds Of Summer,2014,1CQ2cMfrmFM1YdfmjENKVE,0.000569,0.494,202496,0.951,0.0,9,0.327,-4.237,0.132,160.025,4,0.441,84,"boy band,dance pop,electropop,pop,post-teen pop",pop,36,0,0
492,Stay The Night,Zedd Featuring Hayley Williams,2014,1o4XQ7tYJrDxgEpJufbOI8,0.116,0.595,217347,0.736,0.0,8,0.0931,-3.115,0.0406,127.956,4,0.506,81,"complextro,dance pop,edm,electro house,electropop,german techno,pop,pop dance,post-teen pop,tropical house",pop,36,0,0
493,Partition,Beyonce,2014,5hgnY0mVcVetszbb85qeDg,0.0296,0.412,319467,0.441,0.0726,11,0.306,-11.523,0.291,185.571,4,0.174,88,"dance pop,pop,post-teen pop,r&b",pop,36,0,0
494,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,2014,4sozsbVtlFDe74usgfDPOQ,0.0523,0.708,278067,0.596,0.0,8,0.0555,-7.692,0.0412,133.955,3,0.588,79,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop",pop rap,38,0,0
